,date,title,summary
341,29 May 2013,"Global Growth Company  CEO Workshop Series: Innovation,  Entrepreneurship  and Global Growth","The Global Growth Company CEO Workshop convened entrepreneurs, leading fast-growth companies and policy experts in London on 15 April 2013 to debate how to strengthen Europe’s competitive..."
342,14 May 2013,Global Agenda Outlook 2013 - Arabic,بمناسبة انعقاد المنتدى الاقتصادي العالمي حول الشرق الأوسط وشمال إفريقيا 2013 في الأردن من 24 إلى 26 مايو، تطلق شبكة مجالس الأجندة العالمية نسخة عربية محينة خاصة بهذه المنطقة من تقرير الأج...
343,8 May 2013,"Connected World – Transforming Travel, Transportation and Supply Chains 2013","Connected World: Transforming Travel, Transportation and Supply Chains is a cross-industry joint effort of over 50 leading companies from the travel, transportation and information and co..."
344,2 May 2013,The Africa Competitiveness Report 2013,The Africa Competitiveness Report highlights policy action and investment required to ensure Africa lays a foundation for inclusive and sustained growth. The Report uses knowledge and exp...
345,23 April 2013,Mineral Value Management – A Multidimensional View of Value Creation from Mining - French,"L\'activité minière est un facteur clé de la croissance économique mondiale, capable de générer un impact positif à long terme sur nos vies, nos sociétés et nos nations. S\'il est potenti..."
346,23 April 2013,Mineral Value Management – A Multidimensional View of Value Creation from Mining - French,"L\'activité minière est un facteur clé de la croissance économique mondiale, capable de générer un impact positif à long terme sur nos vies, nos sociétés et nos nations. S\'il est potenti..."
347,23 April 2013,Mineral Value Management – A Multidimensional View of Value Creation from Mining - Spanish,"La minería es un motor clave del crecimiento económico mundial, capaz de crear un impacto positivo de largo plazo en nuestras vidas, sociedades y naciones. Aunque tiene el potencial de tr..."
348,23 April 2013,Mineral Value Management – A Multidimensional View of Value Creation from Mining - Spanish,"La minería es un motor clave del crecimiento económico mundial, capaz de crear un impacto positivo de largo plazo en nuestras vidas, sociedades y naciones. Aunque tiene el potencial de tr..."
349,23 April 2013,Mineral Value Management – A Multidimensional View of Value Creation from Mining - Chinese,从秘鲁的贡嘎（Conga）铜矿到蒙古的奥尤陶勒盖（Oyu Tolgoi）铜 金矿，各种矿产资源开发项目正面临着日益严峻的阻力。由此可见，开创 一种负责任的、可持续的矿产资源开发方式是多么重要，这一点已经无须 赘述。随着矿产开发在经济发展中的地位逐步获得认可，人们在应如何采 矿这个话题上一直争论不休。各种不满情绪加深，表明各利益相关方在采 矿问题上普遍缺乏信任。 在此背景下...
350,23 April 2013,Mineral Value Management – A Multidimensional View of Value Creation from Mining - Chinese,从秘鲁的贡嘎（Conga）铜矿到蒙古的奥尤陶勒盖（Oyu Tolgoi）铜 金矿，各种矿产资源开发项目正面临着日益严峻的阻力。由此可见，开创 一种负责任的、可持续的矿产资源开发方式是多么重要，这一点已经无须 赘述。随着矿产开发在经济发展中的地位逐步获得认可，人们在应如何采 矿这个话题上一直争论不休。各种不满情绪加深，表明各利益相关方在采 矿问题上普遍缺乏信任。 在此背景下...
351,23 April 2013,Responsible Mineral Development Initiative 2010,"The World Economic Forum’s Responsible Mineral Development Initiative (RMDI) was launched to explore the views, priorities and concerns of key stakeholders on mineral development, and to ..."
352,23 April 2013,Responsible Mineral Development Initiative 2013,The World Economic Forum’s Responsible Mineral Development Initiative (RMDI) was established in 2010 to develop a better understanding of the challenges and complexities involved in makin...
