,date,title,summary
509,Julian Torres Santeli and Sabine Gerdon 16 Aug 2019,This is what the ancient Greeks had to say about robotics and AI,Ancient Greek myths contain many references to non-human intelligence which came way before the first semblances of man-made robots.
510,Fourth Industrial Revolution,Why AI will make healthcare personal,Harnessing artificial intelligence to analyze DNA and streamline treatments will usher in an age of bespoke medicine.
511,Knowledge @Wharton · Knowledge@Wharton 16 Aug 2019,"If AI is used to create art, who gets the credit?",AI has opened up a fascinating new genre of art - and is generating debate on ideas of authorship.
512,Artificial Intelligence and Robotics,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
513,University of Washington  15 Aug 2019,Can you tell a real face from an AI fake?,Artificial intelligence has become so advanced that it is able to produce incredibly convincing pictures of people who don't even exist. 
514,Artificial Intelligence and Robotics,The digital skills gap is widening fast. Here’s how to bridge it,"Advances in technology are increasing demand for new kinds of jobs and for the requisite skills. But there could be a shortfall of more than 750,000 sufficiently skilled workers by 2020 i..."
515,Juan  Mateos-Garcia and Joysy  John · The Conversation 15 Aug 2019,It's time for financial services to embrace the Fourth Industrial Revolution. Here's why,"The Fourth Industrial Revolution is changing industries of all stripes - but, curiously, financial services has been slow on the uptake. Here's why - and how - that should change"
516,Internet of Things,Why 'perpetual learning' will help you thrive in the changing world of work,"The concept of skilling, reskilling and lifelong learning is not new, but the pace of disruption is now faster than ever, and educational and career pathways are less defined."
517,"Robb Henzi, Amie Stepanovich, and Jennifer Lynch 14 Aug 2019",Here are 4 tips for governing by design in the Fourth Industrial Revolution,"From talking less and acting more, to dethroning policy-makers and designers, here's how we can start to govern proactively for the future, rather than just responding reactively to the f..."
518,Emerging Technologies,Meet Stan: the robot valet that parks your car at the airport,"Maximizing resource utilization is a common feature of many organizations’ cost-reduction and revenue-generating strategies. Could AI help unlock latent capacity, improve resource usage a..."
519,Raphael Gindrat 14 Aug 2019,India wants exclusive rights to the tonnes of data lying with e-commerce firms in the country,"Indian online shoppers’ data is a “national asset” and a “mine of natural resource,” which the Indian government wants exclusive rights to.
"
520,Workforce and Employment,What is Earth? How we answer could define our future,The astronomical body we call home is becoming increasingly difficult to define.
521,Shamina Singh · Project Syndicate 14 Aug 2019,How to make the most out of machine learning by investing in people and technology,Organisations need to get rid of legacy systems and invest in technology and skills to stay ahead of the game.
522,Space,Our food system is pushing nature to the brink. Here’s what we need to do,"The natural world is headed for catastrophe unless we reduce food waste, improve our diets and diversify our calorie sources."
523,Kristin  Houser  · Futurism 14 Aug 2019,7 charts on the future of automation,"As the robotic revolution swings into action, these charts highlight how the rise of automation will effect the workplace. "
524,Fourth Industrial Revolution,This is China's AI female news anchor,"The world's first female AI news anchor has been unveiled in China, and will make her debut on the Xinhua News Agency."
525,Ratnakar Adhikari 13 Aug 2019,We can decide to live within the limits of our planet,Does the Fourth Industrial Revolution offer new opportunities or pose new threats? The World Economic Forum’s Global Future Council on Environmental and Natural Resource Security has spen...
526,Artificial Intelligence and Robotics,This is China’s plan to eclipse Silicon Valley,"China is already on track to become the world’s biggest economy. Now it has outlined its plans to create its own version of Silicon Valley to rival, and even overtake, the original."
